	date	state	school	type_school	death	suicide	number_victims	reliability	category	address	lat	lon
1020	2011-04-13	FL	Sheeler Charter High School	K-12	0	0.0	0	3.0	Escalation of Dispute	Sheeler Charter High School, Apopka, FL, United States	28.673777	-81.49333299999999
1021	2011-04-19	TX	Betsy Ross Elementary School	K-12	0	0.0	0	2.0	Accidental	Betsy Ross Elementary School, Houston, TX, United States	29.8015229	-95.3418241
1022	2011-05-17	WA	Horizon Elementary School	K-12	0	0.0	0	3.0	Gang-related	Horizon Elementary School, Everett, WA, United States	47.9209912	-122.2373942
1023	2011-05-23	HI	Highlands Intermediate School	K-12	0	0.0	0	3.0	Accidental	Highlands Intermediate School, Pearl City, HI, United States	21.4008224	-157.962563
1024	2011-10-24	NC	Cape Fear High School	K-12	0	0.0	0	3.0	Escalation of Dispute	Cape Fear High School, Fayetteville, NC, United States	35.0343853	-78.7637348
1025	2011-12-12	TX	Harwell Middle School	K-12	0	0.0	0	3.0	Accidental	Harwell Middle School, Edinburg, TX, United States	26.3904065	-98.08889309999999
1026	2011-12-28	MI	Northern High School	K-12	0	0.0	0	3.0	Escalation of Dispute	Northern High School, Flint, MI, United States	43.036336	-83.7361687
1027	2012-01-04	TX	Cummings Middle School	K-12	1		1	2.0	Officer Involved Shooting	Cummings Middle School, Brownsville, TX, United States	25.913944	-97.4930019
1028	2012-01-10	TX	North Forest High School	K-12	0	0.0	0	2.0	Escalation of Dispute	North Forest High School, Houston, TX, United States	29.8694821	-95.264611
1029	2012-02-10	NH	Walpole Elementary School	K-12	0	1.0	0	2.0	Suicide/Attempted	Walpole Elementary School, Walpole, NH, United States	43.08594	-72.42762499999999
1030	2012-02-22	WA	Armin Jahr Elementary School	K-12	0	0.0	0	2.0	Accidental	Armin Jahr Elementary School, Bremerton, WA, United States	47.5921323	-122.6354555
1031	2012-02-27	OH	Chardon High School	K-12	1	0.0	3	5.0	Indiscriminate Shooting	Chardon High School, Chardon, OH, United States	41.5911426	-81.2004121
1032	2012-03-06	FL	Episcopal School of Jacksonville	K-12	1	1.0	2	2.0	Murder/Suicide	Episcopal School of Jacksonville, Jacksonville, FL, United States	30.3114448	-81.62152999999999
1033	2012-03-15	AL	LeFlore High School	K-12	0	0.0	0	1.0	Gang-related	LeFlore High School, Mobile, AL, United States	30.7145083	-88.0870103
1034	2012-04-01	AR	Kirksey Middle School	K-12	0	0.0	0	2.0	Escalation of Dispute	Kirksey Middle School, Rogers, AR, United States	36.298114	-94.11971299999999
1035	2012-05-25	NC	Mary Scroggs Elementary School	K-12	1	0.0	1	3.0	Domestic w/ Targeted Victim	Mary Scroggs Elementary School, Chapel Hill, NC, United States	35.8791344	-79.0684297
1036	2012-08-16	TN	Hamilton High School	K-12	0	0.0	0	2.0	Gang-related	Hamilton High School, Memphis, TN, United States	35.0999995	-90.0167743
1037	2012-08-24	GA	Banks County High School	K-12	1	1.0	1	3.0	Suicide/Attempted	Banks County High School, Homer, GA, United States	34.309279	-83.498462
1038	2012-08-27	MD	Perry Hall High School	K-12	0	0.0	0	5.0	Indiscriminate Shooting	Perry Hall High School, Perry Hall, MD, United States	39.408758	-76.441093
1039	2012-09-07	IL	Normal Community High School	K-12	0	0.0	0	3.0	Hostage Standoff	Normal Community High School, Normal, IL, United States	40.5331448	-88.9148834
1040	2012-09-26	OK	Stillwater Junior High School	K-12	1	1.0	1	3.0	Suicide/Attempted	Stillwater Junior High School, Stillwater, OK, United States	36.1404191	-97.0387949
1041	2012-10-12	ND	Fairmount Public School	K-12	0	1.0	0	3.0	Suicide/Attempted	Fairmount Public School, Fairmont, ND, United States	46.0549899	-96.60093719999999
1042	2012-10-19	IL	Banner Academy South	K-12	1	0.0	1	3.0	Robbery	Banner Academy South, Chicago, IL, United States	41.7156226	-87.56716569999999
1043	2012-12-10	TX	Spring Woods High School	K-12	0	0.0	0	2.0	Accidental	Spring Woods High School, Houston, TX, United States	29.8110129	-95.54760209999999
1044	2012-12-14	CT	Sandy Hook Elementary School	K-12	1	1.0	28	5.0	Indiscriminate Shooting	Sandy Hook Elementary School, Newtown, CT, United States	41.419961	-73.2773997
1045	2013-01-07	FL	Apostolic Revival Center Christian School	K-12	1	0.0	1	2.0	Gang-related	Apostolic Revival Center Christian School, Fort Myers, FL, United States	26.640191	-81.8345049
1046	2013-01-10	CA	Taft Union High School	K-12	0	0.0	0	5.0	Bullying	Taft Union High School, Taft, CA, United States	35.1463033	-119.4605088
1047	2013-01-11	MI	Osborn High School	K-12	0	0.0	0	2.0	Gang-related	Osborn High School, Detroit, MI, United States	42.434046	-83.0027346
1048	2013-01-31	GA	Price Middle School	K-12	0	0.0	0	2.0	Escalation of Dispute	Price Middle School, Atlanta, GA, United States	33.70896159999999	-84.3874939
1049	2013-02-01	MI	Martin Luther King High School	K-12	1	0.0	1	2.0	Self Defense	Martin Luther King High School, Detroit, MI, United States	42.3425947	-83.0165952
1050	2013-02-13	CA	Hillside Elementary School	K-12	1	0.0	1	2.0	Escalation of Dispute	Hillside Elementary School, San Leandro, CA, United States	37.7017466	-122.1163668
1051	2013-02-27	GA	Grady High School	K-12	0	0.0	0	2.0	Accidental	Grady High School, Atlanta, GA, United States	33.7805515	-84.3714213
1052	2013-03-21	MI	Davidson Middle School	K-12	1	1.0	1	2.0	Suicide/Attempted	Davidson Middle School, Southgate, MI, United States	42.192549	-83.19444299999999
1053	2013-04-16	TX	Temple High School	K-12	1	1.0	1	2.0	Suicide/Attempted	Temple High School, Temple, TX, United States	31.1062802	-97.353633
1054	2013-04-29	OH	La Salle High School	K-12	0	1.0	0	2.0	Suicide/Attempted	La Salle High School, Cincinnati, OH, United States	39.1890963	-84.58661359999999
1055	2013-04-30	NM	Tularosa Elementary School	K-12	1	0.0	1	2.0	Officer Involved Shooting	Tularosa Elementary School, Tularosa, NM, United States	33.072224	-106.0131404
1056	2013-05-13	AL	Ossie Ware Mitchell Middle School	K-12	0	0.0	0	2.0	Escalation of Dispute	Ossie Ware Mitchell Middle School, Birmingham, AL, United States	33.5644718	-86.717708
1057	2013-05-23	FL	Redland Middle School	K-12	0	0.0	0	2.0	Accidental	Redland Middle School, Homestead, FL, United States	25.5372218	-80.4521422
1058	2013-06-18	NC	Hidden Valley Elementary School	K-12	1	0.0	1	2.0	Illegal Drug Related	Hidden Valley Elementary School, Charlotte, NC, United States	35.268156	-80.784279
1059	2013-06-19	FL	Alexander W. Dreyfoos School of the Arts	K-12	1	0.0	2	2.0	Escalation of Dispute	Alexander W. Dreyfoos School of the Arts, West Palm Beach, FL, United States	26.7088319	-80.0616264
1060	2013-08-15	TN	Northwest High School	K-12	1	0.0	1	2.0	Escalation of Dispute	Northwest High School, Clarksville, TN, United States	36.5746084	-87.4338039
1061	2013-08-20	GA	Ronald E. McNair Discovery Learning Academy	K-12	0	0.0	0	2.0	Mental Health	Ronald E. McNair Discovery Learning Academy, Decatur, GA, United States	33.7272193	-84.306962
1062	2013-08-22	TN	Westside Elementary School	K-12	0	0.0	0	2.0	Accidental	Westside Elementary School, Memphis, TN, United States	35.2171948	-90.03734039999999
1063	2013-08-23	MS	North Panola High School	K-12	1	0.0	1	2.0	Gang-related	North Panola High School, Sardis, MS, United States	34.4430242	-89.9250313
1064	2013-08-30	NC	Carver High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Carver High School, Winston-Salem, NC, United States	36.1342371	-80.2071071
1065	2013-09-27	IL	Roosevelt High School	K-12	0	0.0	0	2.0	Robbery	Roosevelt High School, Chicago, IL, United States	41.9657658	-87.71418290000001
1066	2013-09-28	ME	New Gloucester High School	K-12	1	1.0	1	2.0	Suicide/Attempted	New Gloucester High School, Gray, ME, United States	43.9029284	-70.3499192
1067	2013-10-02	NH	Winnisquam Regional School District	K-12	0	0.0	0	2.0	Escalation of Dispute	Winnisquam Regional School District, Sanbornton, NH, United States	43.442836	-71.6035424
1068	2013-10-04	FL	Agape Christian Academy	K-12	0	0.0	0	2.0	Gang-related	Agape Christian Academy, Pine Hills, FL, United States	28.5750842	-81.4754355
1069	2013-10-15	TX	Lanier High School	K-12	1	1.0	1	2.0	Suicide/Attempted	Lanier High School, Austin, TX, United States	30.3602094	-97.7083219
1070	2013-10-21	NV	Sparks Middle School	K-12	1	1.0	2	5.0	Indiscriminate Shooting	Sparks Middle School, Sparks, NV, United States	39.5519897	-119.7682995
1071	2013-10-23	CA	Newman Elementary School	K-12	0	0.0	0	2.0	Accidental	Newman Elementary School, Chino, CA, United States	34.0268117	-117.7144068
1072	2013-11-01	IA	Algona High School	K-12	1	1.0	1	2.0	Suicide/Attempted	Algona High School, Algona, IA, United States	43.06417709999999	-94.2231546
1073	2013-11-03	GA	Stephenson High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Stephenson High School, Lithonia, GA, United States	33.7745962	-84.1245479
1074	2013-11-13	PA	Brashear High School	K-12	0	0.0	0	3.0	Escalation of Dispute	Brashear High School, Pittsburgh, PA, United States	40.4191002	-80.0182092
1075	2013-12-04	FL	West Orange High School	K-12	0	0.0	0	2.0	Escalation of Dispute	West Orange High School, Winter Garden, FL, United States	28.5406621	-81.56842750000001
1076	2013-12-13	CO	Arapahoe High School	K-12	1	1.0	2	5.0	Indiscriminate Shooting	Arapahoe High School, Centennial, CO, United States	39.58160890000001	-104.9627974
1077	2013-12-19	CA	Edison High School	K-12	0	0.0	0	2.0	Robbery	Edison High School, Fresno, CA, United States	36.7208498	-119.8064788
1078	2014-01-09	TN	Liberty Technology Magnet High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Liberty Technology Magnet High School, Jackson, TN, United States	35.67484870000001	-88.759997
1079	2014-01-13	CT	Hillhouse High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Hillhouse High School, New Haven, CT, United States	41.3222521	-72.9394501
1080	2014-01-14	NM	Berrendo Middle School	K-12	0	0.0	0	5.0	Bullying	Berrendo Middle School, Roswell, NM, United States	33.4730345	-104.5123686
1081	2014-01-14	PA	King Elementary School	K-12	0	0.0	0	2.0	Unknown	King Elementary School, Lancaster, PA, United States	40.034016	-76.2995571
1082	2014-01-17	PA	Delaware Valley Charter School	K-12	0	0.0	0	2.0	Escalation of Dispute	Delaware Valley Charter School, Philadelphia, PA, United States	39.9486859	-75.1625633
1083	2014-01-27	IL	Rebound High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Rebound High School, Carbondale, IL, United States	37.7284717	-89.2276224
1084	2014-01-28	HI	President Theodore Roosevelt High	K-12	0		0	2.0	Officer Involved Shooting	President Theodore Roosevelt High, Honolulu, HI, United States	21.3106137	-157.8374321
1085	2014-01-31	AZ	Cesar Chavez High School	K-12	0	0.0	0	2.0	Gang-related	Cesar Chavez High School, Phoenix, AZ, United States	33.3758329	-112.145292
1086	2014-01-31	IA	North High School	K-12	0	0.0	0	2.0	Gang-related	North High School, Des Moines, IA, United States	41.6177052	-93.6232069
1087	2014-02-07	OR	Bend High School	K-12	1	1.0	1	2.0	Suicide/Attempted	Bend High School, Bend, OR, United States	44.0524554	-121.2959239
1088	2014-02-10	NC	Salisbury High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Salisbury High School, Salisbury, NC, United States	35.6646335	-80.4851398
1089	2014-02-11	OH	Charles F. Brush High School	K-12	0	0.0	0	3.0	Escalation of Dispute	Charles F. Brush High School, Lyndhurt, OH, United States	41.5220323	-81.5052972
1090	2014-02-20	MI	Raytown Success Academy	K-12	1	0.0	1	2.0	Domestic w/ Targeted Victim	Raytown Success Academy, Raytown, MI, United States	38.9816379	-94.456339
1091	2014-03-07	LA	Madison Parish High School	K-12	0	0.0	0	2.0	Unknown	Madison Parish High School, Tallulah, LA, United States	32.3982812	-91.2074317
1092	2014-03-12	FL	Academy of Knowledge Preschool	K-12	1	0.0	1	2.0	Domestic w/ Targeted Victim	Academy of Knowledge Preschool, Miami, FL, United States	25.8824175	-80.23582619999999
1093	2014-03-25	GA	Benjamin Banneker High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Benjamin Banneker High School, College Park, GA, United States	33.5907246	-84.5193255
1094	2014-04-03	NJ	Unknown School (bus)	K-12	0	0.0	0	3.0	Escalation of Dispute	Unknown School (bus), Newark, NJ, United States	40.7621392	-74.1924064
1095	2014-04-09	NC	D. H. Conley High School	K-12	0	0.0	0	2.0	Intentional Property Damage	D. H. Conley High School, Greenville, NC, United States	35.5303639	-77.3247248
1096	2014-04-10	OH	Liberty Elementary School	K-12	0	0.0	0	3.0	Escalation of Dispute	Liberty Elementary School, Columbus, OH, United States	39.9175719	-82.853172
1097	2014-04-11	MI	East English Village Preparatory Academy	K-12	1	0.0	1	2.0	Gang-related	East English Village Preparatory Academy, Detroit, MI, United States	42.4080309	-82.92905329999999
1098	2014-04-21	UT	Provo High School	K-12	0	1.0	0	3.0	Suicide/Attempted	Provo High School, Provo, UT, United States	40.25044339999999	-111.7154762
1099	2014-04-21	IN	St. Mary Catholic School	K-12	1	1.0	2	3.0	Murder/Suicide	St. Mary Catholic School, Griffith, IN, United States	41.5306881	-87.42718169999999
1100	2014-05-03	WA	Horizon Elementary School	K-12	0	0.0	0	2.0	Gang-related	Horizon Elementary School, Everett, WA, United States	47.9209912	-122.2373942
1101	2014-05-14	CA	John F. Kennedy High School	K-12	0	0.0	0	2.0	Gang-related	John F. Kennedy High School, Richmond, CA, United States	37.9247715	-122.3285994
1102	2014-05-21	WI	Clarke Street Elementary School	K-12	1	0.0	1	3.0	Escalation of Dispute	Clarke Street Elementary School, Milwaukee, WI, United States	43.0663146	-87.9493564
1103	2014-06-10	OR	Reynolds High School	K-12	1	1.0	2	5.0	Indiscriminate Shooting	Reynolds High School, Troutdale, OR, United States	45.5285812	-122.4024842
1104	2014-06-23	MO	Kelly High School	K-12	1	0.0	1	3.0	Accidental	Kelly High School, Benton, MO, United States	37.0454481	-89.47462499999999
1105	2014-08-13	MD	Heather Ridge High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Heather Ridge High School, Fredrick, MD, United States	39.4362696	-77.4130244
1106	2014-08-14	VA	Saunders Elementary School	K-12	1	0.0	2	3.0	Escalation of Dispute	Saunders Elementary School, Newport News, VA, United States	37.0868055	-76.4544323
1107	2014-09-09	FL	Stellar Leadership Academy	K-12	0	0.0	0	2.0	Escalation of Dispute	Stellar Leadership Academy, Miami, FL, United States	25.8468711	-80.24377179999999
1108	2014-09-10	FL	Greenwood Lakes Middle School	K-12	1	1.0	1	3.0	Suicide/Attempted	Greenwood Lakes Middle School, Lake Mary, FL, United States	28.735746	-81.3406881
1109	2014-09-11	UT	Westbrook Elementary School	K-12	0	0.0	0	3.0	Accidental	Westbrook Elementary School, Taylorsville, UT, United States	40.6377014	-111.9729211
1110	2014-09-19	IA	North High School	K-12	0	0.0	0	2.0	Gang-related	North High School, Des Moines, IA, United States	41.6177052	-93.6232069
1111	2014-09-25	NH	West High School	K-12	0	0.0	0	3.0	Unknown	West High School, Manchester, NH, United States	42.9862502	-71.47462519999999
1112	2014-09-30	KY	Fern Creek Traditional High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Fern Creek Traditional High School, Louisville, KY, United States	38.1566807	-85.5920281
1113	2014-09-30	NC	Albemarle High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Albemarle High School, Albemarle, NC, United States	35.3712493	-80.1927582
1114	2014-10-03	GA	Langston Hughes High School	K-12	1	0.0	1	2.0	Escalation of Dispute	Langston Hughes High School, Fairburn, GA, United States	33.6162662	-84.6337669
1115	2014-10-21	TN	A. Maceo Walker Middle School	K-12	0	0.0	0	2.0	Accidental	A. Maceo Walker Middle School, Memphis, TN, United States	35.0368195	-90.00098720000001
1116	2014-10-24	WA	Marysville Pilchuck High School	K-12	1	1.0	5	5.0	Bullying	Marysville Pilchuck High School, Marysville, WA, United States	48.0962113	-122.1545265
1117	2014-11-20	FL	Miami Carol City High School	K-12	1	0.0	1	2.0	Gang-related	Miami Carol City High School, Miami, FL, United States	25.9413812	-80.2573833
1118	2014-12-12	OR	Rosemary Anderson High School	K-12	0	0.0	0	2.0	Gang-related	Rosemary Anderson High School, Portland, OR, United States	45.562025	-122.674272
1119	2014-12-16	PA	Sunnyside Elementary School	K-12	1	0.0	1	2.0	Unknown	Sunnyside Elementary School, Pittsburgh, PA, United States	40.4812232	-79.9334387
1120	2014-12-17	ME	Benton Elementary School	K-12	1	1.0	1	2.0	Suicide/Attempted	Benton Elementary School, Waterville, ME, United States	44.5890192	-69.5780425
1121	2015-01-15	WI	Wisconsin Lutheran High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Wisconsin Lutheran High School, Milwaukee, WI, United States	43.0337278	-88.0163883
1122	2015-01-16	FL	Vanguard High School	K-12	0	0.0	0	2.0	Gang-related	Vanguard High School, Ocala, FL, United States	29.217367	-82.1371489
1123	2015-01-20	AL	Williamson High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Williamson High School, Mobile, AL, United States	30.669743	-88.0741738
1124	2015-01-22	SC	Royal Live Oaks Academy	K-12	0	0.0	0	3.0	Escalation of Dispute	Royal Live Oaks Academy, Hardeeville, SC, United States	32.29747	-81.09598799999999
1125	2015-01-26	MN	Hand in Hand Montessori	K-12	1	1.0	1	2.0	Suicide/Attempted	Hand in Hand Montessori, Roseville, MN, United States	45.0047961	-93.1789064
1126	2015-02-04	MD	Frederick High School	K-12	0	0.0	0	2.0	Gang-related	Frederick High School, Frederick, MD, United States	39.4168046	-77.4273195
1127	2015-02-15	CA	Tenaya Middle School	K-12	1	0.0	1	2.0	Domestic w/ Targeted Victim	Tenaya Middle School, Merced, CA, United States	37.29283909999999	-120.4940822
1128	2015-02-15	AR	Lawson Elementary School	K-12	0	0.0	0	3.0	Domestic w/ Targeted Victim	Lawson Elementary School, Little Rock, AR, United States	34.7162927	-92.4935737
1129	2015-03-30	MO	Pershing Elementary School	K-12	0	0.0	0	3.0	Escalation of Dispute	Pershing Elementary School, University City, MO, United States	38.6660163	-90.309857
1130	2015-04-17	TX	Seguin HIgh School	K-12	1	1.0	1	2.0	Suicide/Attempted	Seguin HIgh School, Seguin, TX, United States	29.5776493	-97.94697289999999
1131	2015-04-22	NV	Ruth Deskin Elementary School	K-12	0	0.0	0	2.0	Accidental	Ruth Deskin Elementary School, Las Vegas, NV, United States	36.2434615	-115.2551421
1132	2015-04-27	WA	North Thurston High School	K-12	0	0.0	0	2.0	Indiscriminate Shooting	North Thurston High School, Lacey, WA, United States	47.0519675	-122.832561
1133	2015-05-04	OH	Willow Elementary School	K-12	1	0.0	1	3.0	Unknown	Willow Elementary School, Cleveland, OH, United States	41.4753136	-81.65618719999999
1134	2015-05-05	GA	Conyers Middle School	K-12	0	0.0	0	3.0	Accidental	Conyers Middle School, Conyers, GA, United States	33.6839165	-84.00467859999999
1135	2015-05-12	AZ	Corona del Sol High School	K-12	1	1.0	1	3.0	Suicide/Attempted	Corona del Sol High School, Tempe, AZ, United States	33.3252181	-111.926166
1136	2015-05-12	FL	Unknown School (bus)	K-12	0	0.0	0	2.0	Gang-related	Unknown School (bus), Jacksonville, FL, United States	30.3173151	-81.6503743
1137	2015-05-20	TX	Robinson High School	K-12	1	1.0	1	3.0	Suicide/Attempted	Robinson High School, Robinson, TX, United States	31.4627157	-97.1213882
1138	2015-05-24	MI	Southwestern Classical Academy	K-12	0	0.0	0	3.0	Escalation of Dispute	Southwestern Classical Academy, Flint, MI, United States	42.9981036	-83.6995714
1139	2015-05-27	FL	Everglades City School	K-12	0	0.0	0	2.0	Escalation of Dispute	Everglades City School, Everglades City, FL, United States	25.8641456	-81.38641849999999
1140	2015-06-04	NC	South Macon Elementary School	K-12	0	0.0	0	3.0	Mental Health	South Macon Elementary School, Franklin, NC, United States	35.1134362	-83.39924359999999
1141	2015-06-23	NE	Fort Calhoun Elementary School	K-12	0	0.0	0	3.0	Escalation of Dispute	Fort Calhoun Elementary School, Fort Calhoun, NE, United States	41.4563607	-96.0216473
1142	2015-06-27	CT	Sarah J. Rawson Elementary School	K-12	1	0.0	1	2.0	Escalation of Dispute	Sarah J. Rawson Elementary School, Hartford, CT, United States	41.7961641	-72.70072809999999
1143	2015-06-29	TX	John Jay High School	K-12	1		1	2.0	Officer Involved Shooting	John Jay High School, San Antonio, TX, United States	29.4184088	-98.6407119
1144	2015-07-05	TX	Coppell Middle School East	K-12	0	0.0	0	3.0	Escalation of Dispute	Coppell Middle School East, Dallas, TX, United States	32.9611026	-96.9688226
1145	2015-07-24	TX	Elolf Elementary School	K-12	1	0.0	1	3.0	Illegal Drug Related	Elolf Elementary School, Converse, TX, United States	29.4862105	-98.3175399
1146	2015-08-08	TX	Paradise High School	K-12	0	0.0	0	3.0	Intentional Property Damage	Paradise High School, Paradise, TX, United States	33.1437673	-97.6952658
1147	2015-08-23	TX	William Velasquez Elementary School	K-12	0	0.0	0	3.0	Indiscriminate Shooting	William Velasquez Elementary School, Richmond, TX, United States	29.5391894	-95.6830167
1148	2015-08-25	GA	W.S. Hornsby Elementary School	K-12	0	0.0	0	2.0	Accidental	W.S. Hornsby Elementary School, Augusta, GA, United States	33.4591275	-81.93813689999999
1149	2015-09-11	LA	Northside High School	K-12	0	0.0	0	3.0	Unknown	Northside High School, Lafayette, LA, United States	30.251483	-92.002838
1150	2015-09-22	NC	Central Elementary School	K-12	0	0.0	0	3.0	Domestic w/ Targeted Victim	Central Elementary School, Stateville, NC, United States	35.92814300000001	-80.960623
1151	2015-09-30	SD	Harrisburg High School	K-12	0	0.0	0	2.0	Mental Health	Harrisburg High School, Harrisburg, SD, United States	43.4342954	-96.7194485
1152	2015-10-15	TX	Karen Wagner High School	K-12	0	0.0	0	2.0	Anger Over Grade/Suspension/Discipline	Karen Wagner High School, San Antonio, TX, United States	29.4566422	-98.3569359
1153	2015-11-05	GA	Vereen School	K-12	0	0.0	0	2.0	Mental Health	Vereen School, Moultrie, GA, United States	31.1768286	-83.8059043
1154	2015-11-10	FL	Lecanto High School	K-12	0	1.0	0	2.0	Suicide/Attempted	Lecanto High School, Lecanto, FL, United States	28.8242959	-82.49846490000002
1155	2016-01-12	DE	Central Middle School	K-12	0	0.0	0	2.0	Accidental	Central Middle School, Dover, DE, United States	39.1644558	-75.5231225
1156	2016-01-13	AR	Harmony Grove High School	K-12	0	0.0	0	2.0	Accidental	Harmony Grove High School, Benton, AR, United States	34.507824	-92.6435977
1157	2016-01-20	IN	Northwestern Community High School	K-12	0		0	2.0	Accidental	Northwestern Community High School, Indianapolis, IN, United States	39.81465110000001	-86.25855399999999
1158	2016-01-22	IN	Lawrence Central High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Lawrence Central High School, Indianapolis, IN, United States	39.8561399	-86.039936
1159	2016-01-29	PA	Benjamin Franklin High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Benjamin Franklin High School, Philadelphia, PA, United States	39.9635895	-75.1620169
1160	2016-02-09	MI	Muskegon Heights High School	K-12	0	0.0	0	3.0	Gang-related	Muskegon Heights High School, Muskegon Heights, MI, United States	43.2072499	-86.2474448
1161	2016-02-12	AZ	Independence High School	K-12	1	1.0	2	5.0	Domestic w/ Targeted Victim	Independence High School, Glendale, AZ, United States	33.5324388	-112.2227537
1162	2016-02-17	FL	Rock Crush Elementary School	K-12	0		0	2.0	Accidental	Rock Crush Elementary School, Homosassa, FL, United States	28.84901009999999	-82.5368897
1163	2016-02-17	PA	Chester High School (bus)	K-12	0	0.0	0	2.0	Gang-related	Chester High School (bus), Chester, PA, United States	39.8505578	-75.3672694
1164	2016-02-26	TX	Palestine High School	K-12	0	0.0	0	3.0	Escalation of Dispute	Palestine High School, Palestine, TX, United States	31.7381795	-95.6053742
1165	2016-02-29	OH	Madison High School	K-12	0	0.0	0	5.0	Indiscriminate Shooting	Madison High School, Middletown, OH, United States	39.5338534	-84.44337530000001
1166	2016-03-15	AL	Huffman High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Huffman High School, Birmingham, AL, United States	33.6112208	-86.6831918
1167	2016-04-23	WI	Antigo High School	K-12	1	0.0	1	5.0	Domestic w/ Targeted Victim	Antigo High School, Antigo, WI, United States	45.13374839999999	-89.17541279999999
1168	2016-05-02	TX	Kimball High School	K-12	0	0.0	0	3.0	Accidental	Kimball High School, Dallas, TX, United States	32.6987088	-96.87662
1169	2016-05-04	CO	East High School	K-12	0	1.0	0	2.0	Murder/Suicide	East High School, Pueblo, CO, United States	38.289738	-104.5774626
1170	2016-05-05	MD	High Point High School	K-12	1	0.0	1	2.0	Domestic w/ Targeted Victim	High Point High School, Beltsville, MD, United States	39.0426109	-76.9434668
1171	2016-05-06	FL	Oscar Patterson Elementary School	K-12	0	0.0	0	2.0	Accidental	Oscar Patterson Elementary School, Panama City, FL, United States	30.1664545	-85.6387968
1172	2016-05-06	ID	Robert Stuart Middle School	K-12	0		0	2.0	Accidental	Robert Stuart Middle School, Twin Falls, ID, United States	42.5753057	-114.4919533
1173	2016-05-13	SC	Southside High School	K-12	0	0.0	0	2.0	Accidental	Southside High School, Greenville, SC, United States	34.7967846	-82.40369489999999
1174	2016-05-15	KS	Augusta High School	K-12	0	0.0	0	3.0	Accidental	Augusta High School, Augusta, KS, United States	37.6966851	-96.9701564
1175	2016-06-08	MA	Jeremiah Burke High School	K-12	1	0.0	1	2.0	Gang-related	Jeremiah Burke High School, Dorchester, MA, United States	42.3071524	-71.08116199999999
1176	2016-06-16	IL	Mcnair Elementary School	K-12	1	0.0	1	2.0	Unknown	Mcnair Elementary School, Chicago, IL, United States	41.8980098	-87.7470306
1177	2016-06-30	CT	Woodrow Wilson Junior High School	K-12	0	0.0	0	2.0	Unknown	Woodrow Wilson Junior High School, Hanford, CT, United States	36.3345123	-119.6544318
1178	2016-07-25	MO	Ava High School	K-12	1	1.0	1	3.0	Escalation of Dispute	Ava High School, Ava, MO, United States	36.9558147	-92.6593437
1179	2016-08-17	OH	Wedgewood Middle School	K-12	0	0.0	0	2.0	Unknown	Wedgewood Middle School, Columbus, OH, United States	39.9364969	-83.0994085
1180	2016-09-02	OK	McClain High School	K-12	0	0.0	0	2.0	Gang-related	McClain High School, Tulsa, OK, United States	36.2251805	-95.97485999999999
1181	2016-09-07	MI	Detroit Collegiate Preparatory High School	K-12	0	0.0	0	2.0	Unknown	Detroit Collegiate Preparatory High School, Detroit, MI, United States	42.3585276	-83.10333539999999
1182	2016-09-08	TX	Alpine High School	K-12	1	1.0	1	2.0	Domestic w/ Targeted Victim	Alpine High School, Alpine, TX, United States	30.3719884	-103.665691
1183	2016-09-09	IA	Cedar Rapids Jefferson High School	K-12	1	1.0	1	3.0	Suicide/Attempted	Cedar Rapids Jefferson High School, Cedar Rapids, IA, United States	41.965818	-91.69870399999999
1184	2016-09-26	MS	T.A Wilson Academy (bus)	K-12	0	0.0	0	2.0	Escalation of Dispute	T.A Wilson Academy (bus), Jackson, MS, United States	42.2406803	-84.4127116
1185	2016-09-28	SC	Townville Elementary School	K-12	1	0.0	2	5.0	Indiscriminate Shooting	Townville Elementary School, Townville, SC, United States	34.5633874	-82.9032696
1186	2016-09-30	IL	Christ of King Jesuit College Prep (bus)	K-12	0	0.0	0	2.0	Unknown	Christ of King Jesuit College Prep (bus), Chicago, IL, United States	41.876816	-87.7527682
1187	2016-10-06	TX	Dunbar HIgh School	K-12	0	0.0	0	3.0	Gang-related	Dunbar HIgh School, Fort Worth, TX, United States	32.7197933	-97.23101899999999
1188	2016-10-11	AL	Vigor High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Vigor High School, Mobile, AL, United States	30.7431734	-88.0803667
1189	2016-10-13	OH	Linden McKinley STEM Academy	K-12	0	0.0	0	2.0	Gang-related	Linden McKinley STEM Academy, Columbus, OH, United States	40.0098443	-82.97386209999999
